Date,Open,High,Low,Close,Adj Close,Volume
2013-04-01,63.128570999999994,63.385715000000005,61.105713,61.27285799999999,46.031269,97433000
2013-04-02,61.085712,62.591427,60.914288,61.398571,46.125721,132379800
2013-04-03,61.624287,62.468571,61.472857999999995,61.712856,46.361824,90804000
2013-04-04,61.965714,62.14285699999999,60.75,61.102856,45.903553,89611900
2013-04-05,60.64285699999999,60.707142000000005,59.954285,60.457142000000005,45.418461,95923800
2013-04-08,60.692856000000006,61.07143000000001,60.355713,60.887142000000004,45.741496999999995,75207300
2013-04-09,60.908573,61.214287,60.39285699999999,60.99714300000001,45.824131,76653500
2013-04-10,61.157143000000005,62.437141000000004,60.85856999999999,62.241428000000006,46.758911,93982000
2013-04-11,61.959998999999996,62.57,61.599998,62.047142,46.612953000000005,82091100
2013-04-12,62.021427,62.021427,61.298573,61.400002,46.126785,59653300
2013-04-15,61.0,61.127143999999994,59.935715,59.978573,45.058929,79380000
2013-04-16,60.224284999999995,60.944286,60.08142900000001,60.89143000000001,45.744724,76442800
2013-04-17,60.03856999999999,60.085712,56.872856000000006,57.542857999999995,43.229095,236264000
2013-04-18,57.855713,57.970001,55.67714300000001,56.007141000000004,42.075390000000006,166574800
2013-04-19,55.424285999999995,57.085712,55.014286,55.790001000000004,41.912258,152318600
2013-04-22,56.091427,57.457142000000005,55.895714,56.952858,42.785866,107480100
2013-04-23,57.712856,58.34,56.972857999999995,58.01857,43.586479,166059600
2013-04-24,56.220001,59.32143000000001,56.07143000000001,57.922855000000006,43.51458,242412800
2013-04-25,58.74714300000001,59.134285,58.14285699999999,58.34,43.827953,96209400
2013-04-26,58.544284999999995,59.824287,58.32143000000001,59.599998,44.774536,191024400
2013-04-29,60.064285,61.945713,60.0,61.445713,46.161133,160081600
2013-04-30,62.157143000000005,63.60714300000001,61.724284999999995,63.254284,47.519821,172884600
2013-05-01,63.494285999999995,63.561428,62.055714,62.755714000000005,47.14526,126727300
2013-05-02,63.111427,64.084282,62.947143999999994,63.645714,47.813885,105457100
2013-05-03,64.47285500000001,64.747147,64.164284,64.28286,48.292534,90325200
2013-05-06,65.101425,66.028572,64.90142800000001,65.815712,49.444084000000004,124160400
2013-05-07,66.424286,66.535713,64.814285,65.522858,49.224083,120938300
2013-05-08,65.577141,66.48143,65.11571500000001,66.262856,49.780014,118149500
2013-05-09,65.687141,66.14286,65.08285500000001,65.252853,51.386501,99621900
2013-05-10,65.424286,65.672859,64.354286,64.709999,50.959003,83713000
2013-05-13,64.501427,65.414284,64.5,64.96285999999999,51.158131,79237200
2013-05-14,64.835716,65.028572,63.164288,63.408573,49.934139,111779500
2013-05-15,62.737143999999994,63.0,60.337143000000005,61.264286,48.245514,185403400
2013-05-16,60.462856,62.549999,59.842856999999995,62.082859,48.890137,150801000
2013-05-17,62.721428,62.869999,61.57285699999999,61.894287,48.741631,106976100
2013-05-20,61.701427,63.685715,61.442856000000006,63.275715000000005,49.829514,112894600
2013-05-21,62.592856999999995,63.639998999999996,62.028572,62.80857099999999,49.461632,114005500
2013-05-22,63.435715,64.050003,62.602856,63.049999,49.651764,110759600
2013-05-23,62.278572,63.737143999999994,62.255714000000005,63.162856999999995,49.740635,88255300
2013-05-24,62.978573,63.665714,62.908573,63.592856999999995,50.079258,69041700
2013-05-28,64.271431,64.444283,62.978573,63.062858999999996,49.661892,96536300
2013-05-29,62.85714300000001,63.92856999999999,62.771427,63.564285,50.056763000000004,82644100
2013-05-30,63.664288,64.928574,63.501427,64.511429,50.802634999999995,88379900
2013-05-31,64.64286,65.300003,64.214287,64.247147,50.594505,96075700
2013-06-03,64.389999,64.622856,63.21143000000001,64.388573,50.705878999999996,93088100
2013-06-04,64.745712,64.918571,63.912856999999995,64.187141,50.547253000000005,73182200
2013-06-05,63.664288,64.388573,63.387142000000004,63.587143000000005,50.074745,72647400
2013-06-06,63.638573,63.85714300000001,62.007141000000004,62.637142000000004,49.326622,104233500
2013-06-07,62.35714300000001,63.32,61.824287,63.115715,49.703506,101133900
2013-06-10,63.532856,64.154289,62.400002,62.69857,49.375008,112538300
2013-06-11,62.248573,63.251427,61.902859,62.514286,49.229889,71528100
2013-06-12,62.785713,63.035713,61.64285699999999,61.741428000000006,48.621262,66306800
2013-06-13,61.785713,62.44857,61.25,62.279999,49.045383,71458100
2013-06-14,62.200001,62.327144999999994,61.214287,61.435715,48.380508,67966500
2013-06-17,61.634285,62.242858999999996,61.48,61.714287,48.599884,64853600
2013-06-18,61.651428,62.128570999999994,61.458572,61.681427,48.574009000000004,48756400
2013-06-19,61.628570999999994,61.665714,60.42856999999999,60.42856999999999,47.587383,77735000
2013-06-20,59.900002,60.854286,59.310001,59.548573,46.89439,89327700
2013-06-21,59.784286,60.0,58.299999,59.07143000000001,46.518631,120279600
2013-06-24,58.200001,58.380001,56.864284999999995,57.505714000000005,45.285645,120186500
2013-06-25,57.957142000000005,58.255714000000005,56.975716000000006,57.51857,45.295765,78540700
2013-06-26,57.700001,57.827144999999994,56.52285799999999,56.867142,44.782776,91931000
2013-06-27,57.035713,57.341427,56.220001,56.254284,44.30014,84311500
2013-06-28,55.908573,57.181427,55.552856000000006,56.647144,44.609531,144629100
2013-07-01,57.527142000000005,58.895714,57.317142000000004,58.459998999999996,46.037151,97763400
2013-07-02,58.565716,60.232856999999996,58.495716,59.784286,47.080013,117466300
2013-07-03,60.122856000000006,60.425713,59.635715000000005,60.114284999999995,47.339890000000004,60232200
2013-07-05,60.055714,60.470001,59.335712,59.631428,46.959641,68506200
2013-07-08,60.015713,60.14285699999999,58.664288,59.292857999999995,46.693016,74534600
2013-07-09,59.085712,60.5,58.625713,60.335712,47.514263,88146100
2013-07-10,59.942856000000006,60.685715,59.75,60.104286,47.332012,70351400
2013-07-11,60.421429,61.17856999999999,60.167141,61.041428,48.070004,81573100
2013-07-12,61.092856999999995,61.398571,60.487143999999994,60.93,47.982265000000005,69890800
2013-07-15,60.715714,61.637142000000004,60.685715,61.062858999999996,48.086884000000005,60479300
2013-07-16,60.931427,61.529999,60.595715000000006,61.457142000000005,48.397385,54134500
2013-07-17,61.385715000000005,61.745716,61.174285999999995,61.472857999999995,48.409752000000005,49747600
2013-07-18,61.91143,62.124287,61.515713,61.68,48.57288,54719700
2013-07-19,61.871429000000006,61.99714300000001,60.621429000000006,60.707142000000005,47.806759,67180400
